user_id,project_id,skill_match_score,average_skill_level,role_match,time_match_score,domain_match,experience_gap,collaboration_style_match,team_atmosphere_match,target_score
1,68,0.5,1.1667,1,0.5882,0,2,0,0,44.28
1,69,0.56,1.3333,1,1.0,0,2,0,0,48.42
1,70,0.5,1.4,1,1.0,0,-1,1,1,55.59
1,71,0.2143,0.625,1,0.6667,0,-2,0,0,33.5
1,72,0.5882,1.1,1,0.7692,0,0,0,0,60.96
1,73,0.7778,2.4,1,0.5,0,0,1,0,64.93
1,74,0.4783,1.6,1,0.8333,0,-2,1,0,56.21
1,75,0.55,1.0,1,0.5556,0,1,0,0,43.86
1,76,0.4444,1.2222,1,0.5,0,2,0,0,42.02
1,77,0.3333,0.9,1,0.9091,0,-2,0,0,48.99
1,78,0.2,0.7143,1,0.9091,0,2,0,0,28.08
1,79,0.4231,1.3333,1,0.5,1,-1,0,0,53.41
1,80,0.5294,1.125,1,0.4348,0,0,0,0,48.91
2,1,0.5714,1.625,1,0.8421,0,-2,0,0,53.69
2,2,0.6154,2.6667,1,0.8,1,-4,1,0,61.94
2,3,0.1667,0.6667,1,0.7619,0,-1,0,1,35.15
2,4,0.5,2.0,1,1.0,0,0,0,1,61.67
2,5,0.375,1.5714,1,0.9412,1,0,0,0,58.07
2,6,0.4167,1.5556,1,0.6957,0,0,0,0,47.37
2,7,0.5,1.75,1,0.9412,0,0,0,0,57.14
2,8,0.48,1.7,1,1.0,0,-4,1,0,45.74
2,9,0.5789,1.9,1,1.0,0,-4,0,0,44.89
2,10,0.1333,0.4444,1,1.0,0,-2,0,0,33.16
2,11,0.5,2.25,1,1.0,0,-1,0,0,52.81
2,12,0.7692,2.0,1,1.0,0,0,0,0,70.33
2,13,0.2353,1.0,1,0.8421,0,-1,1,0,48.53
2,14,0.2727,0.8571,1,0.7273,0,-3,0,0,34.52
2,15,0.3077,1.1,1,0.9412,0,-2,0,1,42.96
2,16,0.3529,1.5556,1,0.6957,0,0,0,0,43.57
2,17,0.2381,0.875,1,1.0,0,-1,0,0,45.64
2,18,0.4545,1.7,1,1.0,0,-4,0,1,41.45
2,19,0.1176,0.6667,1,1.0,0,0,0,0,38.34
2,20,0.5,1.7143,1,1.0,0,-1,0,0,53.73
2,21,0.4091,1.3,1,0.6957,0,-2,1,0,48.29
2,22,0.5556,1.625,1,1.0,0,-3,0,0,48.55
2,23,0.2857,1.0,1,0.8889,0,0,0,1,45.4
2,24,0.5,1.2857,1,0.9412,0,0,1,0,50.88
2,25,0.5455,1.7143,1,1.0,0,-3,0,0,48.71
2,26,0.5652,1.8333,1,0.8889,0,-2,0,0,55.61
2,27,0.7692,2.5714,1,1.0,0,-4,0,0,60.51
2,28,0.25,0.6667,1,1.0,0,0,0,1,45.06
2,29,0.6154,2.3333,1,1.0,1,-2,0,0,68.39
2,30,0.5333,1.5714,1,0.8889,0,-3,0,0,42.23
2,31,0.4286,1.2857,1,0.64,0,-4,0,0,35.46
2,32,0.3889,1.75,1,1.0,0,-1,0,0,48.7
2,33,0.5,1.625,1,0.8421,1,-2,0,0,64.98
2,34,0.4545,1.4286,1,1.0,0,-2,0,0,47.51
2,35,0.3889,1.3,1,1.0,0,0,0,0,46.7
2,36,0.3846,1.3846,1,1.0,0,-3,0,0,40.62
2,37,0.4667,1.5714,1,1.0,0,-4,0,0,46.6
2,38,0.2667,1.0,1,1.0,0,0,1,0,49.54
2,39,0.3125,1.0,1,0.6667,0,-2,1,1,46.46
2,40,0.2143,1.375,1,1.0,0,-3,0,0,39.26
2,41,0.5294,1.75,1,0.7619,0,0,0,0,56.17
2,42,0.4762,1.8889,1,1.0,0,-2,0,0,51.73
2,43,0.4615,1.625,1,1.0,1,-3,0,0,63.35
2,44,0.2308,1.125,1,1.0,0,0,0,0,42.01
2,45,0.5789,1.625,1,0.8,0,-1,0,0,53.32
2,46,0.6111,2.1111,1,1.0,0,-2,0,0,50.01
2,47,0.5294,1.5,1,0.9412,0,0,0,0,56.04
2,48,0.1579,1.1,1,0.9412,1,-1,1,0,59.39
2,49,0.4545,1.8333,1,1.0,1,-2,1,0,57.4
2,50,0.4444,1.4444,1,0.8,0,-4,0,0,52.04
2,51,0.35,1.3,1,1.0,0,-3,0,1,48.19
2,52,0.3077,1.5,1,1.0,0,0,0,0,53.62
2,53,0.5333,1.75,1,0.64,0,-1,0,1,59.11
2,54,0.4286,1.1818,1,1.0,0,0,0,0,53.86
2,55,0.3846,1.75,1,1.0,0,-1,0,0,53.83
2,56,0.4615,1.4286,1,1.0,0,0,0,0,54.26
2,57,0.3846,1.3333,1,0.9412,0,-1,0,0,49.38
2,58,0.3,1.5,1,0.64,0,0,0,1,45.32
2,59,0.5556,1.75,1,1.0,0,-3,0,0,53.35
2,60,0.4737,1.0,1,1.0,0,-2,0,1,48.59
2,61,0.8182,3.0,1,1.0,0,-1,0,0,67.87
2,62,0.3846,1.1667,1,0.9412,0,-1,0,0,51.78
2,63,0.5,1.5714,1,0.8889,0,-3,0,0,44.39
2,64,0.3846,1.3333,1,0.6667,0,-3,1,0,50.78
2,65,0.6667,1.8571,1,1.0,0,-1,0,0,65.32
2,66,0.2632,1.0,1,0.6667,0,-1,1,1,41.02
2,67,0.2857,1.5714,1,0.8,0,-3,0,0,37.13
2,68,0.5,1.5,1,0.9412,0,0,0,0,59.96
2,69,0.36,1.4167,1,1.0,0,0,0,0,50.37
2,70,0.4091,1.4,1,1.0,0,-3,0,0,38.92
2,71,0.2857,1.25,1,1.0,0,-4,0,0,40.81
2,72,0.4118,1.2,1,1.0,0,-2,0,0,55.45
2,73,0.7778,3.0,1,0.8,0,-2,0,0,68.57
2,74,0.5217,1.8,1,1.0,0,-4,0,1,57.46
2,75,0.5,1.4444,1,0.8889,0,-1,0,0,50.06
2,76,0.2222,0.8889,1,0.8,0,0,1,0,42.98
2,77,0.2857,0.9,1,1.0,0,-4,0,0,36.13
2,78,0.2667,1.2857,1,1.0,0,0,0,1,51.24
2,79,0.3846,1.1667,1,0.8,0,-3,1,0,43.84
2,80,0.5882,2.0,1,0.6957,0,-2,1,0,58.44
3,1,0.4286,1.75,1,0.1579,0,-2,0,0,37.48
3,2,0.3846,2.3333,1,0.15,0,-4,0,0,30.98
3,3,0.25,0.8889,1,0.1429,0,-1,0,0,34.34
3,4,0.25,1.0,1,0.375,0,0,0,0,29.01
3,5,0.1875,0.7143,1,0.1765,0,0,0,0,31.48
3,6,0.25,1.1111,1,0.1304,0,0,0,1,27.79
3,7,0.3125,1.25,1,0.1765,1,0,0,0,44.3
3,8,0.16,1.0,1,0.2308,0,-4,0,0,25.58
3,9,0.3158,1.4,1,0.4286,0,-4,0,1,29.63
3,10,0.1333,0.5556,1,0.3333,0,-2,1,0,26.69
3,11,0.2857,1.625,1,0.2727,0,-1,1,1,43.12
3,12,0.5385,1.8571,1,0.2,0,0,0,0,42.34
3,13,0.1765,1.0,1,0.1579,0,-1,0,0,29.6
3,14,0.0909,0.7143,1,0.1364,0,-3,0,1,20.27
3,15,0.3462,1.2,1,0.1765,0,-2,1,0,33.24
3,16,0.4118,1.8889,1,0.1304,1,0,1,0,57.59
3,17,0.2381,1.25,1,0.2308,0,-1,0,0,33.87
3,18,0.2273,1.0,1,0.6,0,-4,0,0,33.01
3,19,0.0588,0.5556,1,0.6,0,0,0,0,25.44
3,20,0.3333,1.4286,1,0.1875,0,-1,0,1,35.85
3,21,0.3182,1.1,1,0.1304,1,-2,0,1,41.68
3,22,0.5556,2.125,1,0.6,0,-3,0,0,49.98
3,23,0.0714,0.8333,1,0.1667,0,0,0,0,26.28
3,24,0.5,1.8571,1,0.1765,0,0,0,0,40.72
3,25,0.2727,0.7143,1,0.2,0,-3,1,0,25.3
3,26,0.4348,1.4167,1,0.1667,0,-2,0,0,43.25
3,27,0.1538,1.2857,1,0.2143,0,-4,1,0,36.2
3,28,0.3333,1.3333,1,0.2,0,0,0,0,44.53
3,29,0.0769,0.8333,1,0.4286,0,-2,1,0,34.49
3,30,0.6,2.2857,1,0.1667,0,-3,1,0,40.51
3,31,0.1429,0.7143,1,0.12,0,-4,0,0,19.41
3,32,0.2222,1.5,1,0.2308,1,-1,1,0,50.51
3,33,0.25,1.0,1,0.1579,0,-2,0,0,43.42
3,34,0.2727,1.1429,1,0.4286,0,-2,0,0,42.62
3,35,0.2778,1.4,1,0.25,0,0,0,0,36.34
3,36,0.1923,1.0769,1,0.2143,0,-3,0,0,27.37
3,37,0.4667,1.7143,1,0.2727,1,-4,0,0,39.63
3,38,0.4,1.1,1,0.3,0,0,0,1,43.74
3,39,0.125,1.1111,1,0.125,0,-2,0,0,24.76
3,40,0.2143,1.75,1,0.25,0,-3,1,0,38.87
3,41,0.5294,1.875,1,0.1429,1,0,1,0,63.87
3,42,0.3333,1.3333,1,0.2,0,-2,0,1,28.56
3,43,0.2308,1.125,1,0.375,0,-3,0,0,30.79
3,44,0.2308,1.0,1,0.5,0,0,0,0,40.94
3,45,0.4211,1.625,1,0.15,0,-1,0,0,38.04
3,46,0.3889,1.4444,1,0.2143,0,-2,0,1,38.71
3,47,0.2941,1.25,1,0.1765,0,0,1,1,47.5
3,48,0.1579,1.4,1,0.1765,0,-1,0,0,30.43
3,49,0.4545,2.1667,1,0.2727,0,-2,0,0,47.69
3,50,0.2778,1.0,1,0.15,0,-4,0,1,31.54
3,51,0.1,0.9,1,0.2308,0,-3,1,0,29.6
3,52,0.3077,1.5,1,0.2,0,0,0,1,38.55
3,53,0.1333,1.0,1,0.12,1,-1,0,0,30.43
3,54,0.3214,1.1818,1,0.4286,0,0,1,0,43.16
3,55,0.3077,1.625,1,0.2,1,-1,0,0,37.83
3,56,0.3846,1.1429,1,0.2,1,0,0,0,51.75
3,57,0.3846,1.3333,1,0.1765,0,-1,1,0,37.02
3,58,0.2,1.25,1,0.12,1,0,0,0,37.7
3,59,0.2778,1.25,1,0.5,0,-3,0,0,42.98
3,60,0.3158,1.0833,1,0.3,0,-2,0,0,27.33
3,61,0.3636,1.6,1,0.375,1,-1,0,1,52.65
3,62,0.2308,0.8333,1,0.1765,0,-1,0,0,24.78
3,63,0.2,1.1429,1,0.1667,0,-3,0,0,33.93
3,64,0.3077,1.3333,1,0.125,0,-3,0,0,29.7
3,65,0.3333,1.7143,1,0.3333,0,-1,0,1,43.15
3,66,0.1053,0.5556,1,0.125,0,-1,0,0,28.93
3,67,0.2143,1.2857,1,0.15,0,-3,0,0,35.07
3,68,0.3,2.1667,1,0.1765,0,0,1,0,37.95
3,69,0.32,1.0833,1,0.3,0,0,0,0,37.05
3,70,0.0455,0.5,1,0.4286,0,-3,0,1,30.49
3,71,0.2143,1.0,1,0.2,0,-4,0,0,27.38
3,72,0.2353,1.0,1,0.2308,0,-2,0,0,29.91
3,73,0.3333,2.0,1,0.15,0,-2,0,0,43.23
3,74,0.3478,1.2,1,0.25,0,-4,0,0,22.25
3,75,0.25,1.0,1,0.1667,0,-1,0,0,32.18
3,76,0.2222,1.0,1,0.15,0,0,0,0,37.85
3,77,0.2381,1.3,1,0.2727,0,-4,1,0,39.82
3,78,0.4,1.8571,1,0.2727,1,0,0,0,59.54
3,79,0.1538,0.8333,1,0.15,0,-3,0,0,25.0
3,80,0.3529,1.75,1,0.1304,0,-2,0,0,30.78
4,1,0.3571,1.25,0,0.8947,0,1,0,0,31.35
4,2,0.5385,1.6667,1,0.85,0,-1,0,0,54.27
4,3,0.4167,1.5556,1,0.8095,0,2,0,1,52.5
4,4,0.1875,0.25,0,1.0,0,3,0,1,22.22
4,5,0.5,1.2857,1,1.0,0,3,0,0,48.17
4,6,0.3333,1.0,1,0.7391,0,3,0,0,32.77
4,7,0.25,0.875,0,1.0,0,3,0,0,24.26
4,8,0.4,1.3,1,1.0,0,-1,0,0,45.88
4,9,0.5263,1.4,1,1.0,0,-1,0,0,59.08
4,10,0.2667,0.7778,1,1.0,0,1,1,0,47.25
4,11,0.5714,1.75,1,1.0,0,2,1,0,58.07
4,12,0.0769,0.2857,0,1.0,0,3,0,0,18.95
4,13,0.3529,0.9,1,0.8947,0,2,0,0,40.14
4,14,0.2727,1.0,0,0.7727,0,0,0,0,28.18
4,15,0.4615,1.2,1,1.0,1,1,1,1,58.64
4,16,0.4706,1.3333,1,0.7391,0,3,1,0,52.68
4,17,0.1429,0.25,0,1.0,0,2,0,0,26.18
4,18,0.2727,1.1,1,1.0,0,-1,0,1,53.36
4,19,0.2941,1.1111,1,1.0,0,3,0,0,40.34
4,20,0.0833,0.2857,0,1.0,0,2,0,0,21.27
4,21,0.3636,1.2,1,0.7391,0,1,0,0,40.05
4,22,0.5,1.25,0,1.0,0,0,0,0,49.83
4,23,0.2857,1.1667,0,0.9444,0,3,0,1,36.35
4,24,0.4,1.5714,1,1.0,0,3,0,0,51.57
4,25,0.2727,0.2857,1,1.0,0,0,1,0,54.24
4,26,0.3913,1.25,1,0.9444,0,1,0,0,51.21
4,27,0.3077,1.4286,1,1.0,0,-1,1,0,42.27
4,28,0.25,0.3333,0,1.0,0,3,0,1,25.63
4,29,0.1538,1.1667,0,1.0,0,1,1,0,32.0
4,30,0.1333,0.2857,1,0.9444,0,0,1,0,36.48
4,31,0.4286,1.5714,1,0.68,1,-1,0,0,49.0
4,32,0.6111,1.875,1,1.0,0,2,1,0,61.37
4,33,0.4375,1.5,1,0.8947,0,1,0,0,61.3
4,34,0.2727,1.0,1,1.0,0,1,0,0,40.42
4,35,0.5556,1.5,1,1.0,0,3,0,0,52.9
4,36,0.3846,1.2308,1,1.0,0,0,0,0,55.44
4,37,0.6667,1.5714,1,1.0,0,-1,0,0,54.23
4,38,0.2,1.1,1,1.0,0,3,0,0,36.87
4,39,0.625,1.7778,1,0.7083,0,1,0,1,56.61
4,40,0.5,1.5,1,1.0,0,0,1,0,64.54
4,41,0.4118,1.75,1,0.8095,0,3,1,0,55.88
4,42,0.381,1.2222,1,1.0,0,1,0,0,42.2
4,43,0.3846,1.25,0,1.0,0,0,0,0,42.28
4,44,0.0769,0.25,0,1.0,0,3,0,0,23.36
4,45,0.3158,0.875,0,0.85,0,2,0,0,28.12
4,46,0.1667,0.2222,0,1.0,0,1,0,0,23.34
4,47,0.3529,1.375,1,1.0,0,3,1,0,53.96
4,48,0.3158,1.1,1,1.0,0,2,0,0,44.59
4,49,0.4545,1.5,1,1.0,0,1,0,0,51.52
4,50,0.6667,1.7778,1,0.85,0,-1,0,0,54.9
4,51,0.6,1.9,1,1.0,0,0,1,1,76.74
4,52,0.2308,1.0,1,1.0,0,3,0,0,46.6
4,53,0.2,0.875,0,0.68,0,2,0,1,23.44
4,54,0.2857,0.8182,1,1.0,0,3,1,0,41.23
4,55,0.3077,0.5,1,1.0,0,2,0,0,41.47
4,56,0.3846,1.5714,1,1.0,0,3,0,0,39.73
4,57,0.1538,0.3333,0,1.0,1,2,1,0,36.43
4,58,0.05,0.25,0,0.68,0,3,0,1,23.45
4,59,0.2778,0.875,0,1.0,0,0,0,0,34.49
4,60,0.2105,0.5833,1,1.0,0,1,0,1,42.61
4,61,0.5455,2.2,1,1.0,0,2,0,0,58.12
4,62,0.3846,0.6667,1,1.0,0,2,0,0,50.72
4,63,0.4,1.2857,1,0.9444,0,0,0,0,49.06
4,64,0.3077,1.0833,1,0.7083,0,0,0,0,44.0
4,65,0.5,1.4286,0,1.0,0,2,0,0,47.98
4,66,0.3684,1.0,1,0.7083,0,2,0,1,50.95
4,67,0.5,1.5714,1,0.85,0,0,0,0,45.39
4,68,0.4,1.1667,0,1.0,0,3,1,0,33.12
4,69,0.16,0.75,1,1.0,0,3,0,0,32.74
4,70,0.1818,0.7,0,1.0,0,0,0,0,33.12
4,71,0.4286,1.625,1,1.0,0,-1,0,0,51.15
4,72,0.2353,0.7,0,1.0,0,1,0,0,28.27
4,73,0.2222,0.4,0,0.85,1,1,0,0,33.88
4,74,0.4783,1.7,1,1.0,1,-1,0,1,67.34
4,75,0.55,1.7778,1,0.9444,0,2,0,0,49.96
4,76,0.3889,0.8889,1,0.85,0,3,0,0,47.13
4,77,0.2381,0.7,1,1.0,0,-1,1,0,49.85
4,78,0.2,1.0,0,1.0,0,3,0,1,26.76
4,79,0.3462,1.3333,1,0.85,0,0,0,0,49.63
4,80,0.2941,1.25,0,0.7391,0,1,0,0,34.11
5,1,0.7143,2.25,1,0.3684,0,0,0,0,58.61
5,2,0.3077,1.0,0,0.35,0,-2,0,0,34.2
5,3,0.5,2.1111,1,0.3333,0,1,0,0,44.06
5,4,0.4375,1.625,0,0.875,0,2,0,0,33.73
5,5,0.625,2.0,0,0.4118,0,2,0,0,37.7
5,6,0.4583,1.4444,0,0.3043,0,2,0,0,23.76
5,7,0.75,2.5,1,0.4118,0,2,0,0,60.93
5,8,0.56,2.1,1,0.5385,1,-2,0,0,58.14
5,9,0.2632,1.0,1,1.0,1,-2,0,0,51.6
5,10,0.7333,2.1111,1,0.7778,0,0,0,0,62.73
5,11,0.3571,1.125,0,0.6364,0,1,0,0,29.09
5,12,0.4615,2.0,1,0.4667,0,2,0,0,46.43
5,13,0.2941,0.9,0,0.3684,1,1,0,0,36.93
5,14,0.6364,2.2857,1,0.3182,0,-1,0,0,50.47
5,15,0.1923,0.7,0,0.4118,0,0,0,0,26.54
5,16,0.5294,1.3333,0,0.3043,0,2,0,0,30.91
5,17,0.8095,2.625,1,0.5385,0,1,0,0,70.3
5,18,0.5909,2.1,1,1.0,0,-2,0,0,58.48
5,19,0.7059,2.4444,1,1.0,0,2,0,0,54.74
5,20,0.5833,2.1429,1,0.4375,0,1,1,0,51.9
5,21,0.4545,1.9,1,0.3043,0,0,0,0,48.36
5,22,0.6111,2.25,0,1.0,0,-1,0,1,51.43
5,23,0.7857,3.1667,0,0.3889,0,2,0,0,44.61
5,24,0.6,1.7143,0,0.4118,0,2,0,0,34.16
5,25,0.2727,0.5714,0,0.4667,0,-1,0,0,24.52
5,26,0.5652,1.75,1,0.3889,0,0,0,0,54.09
5,27,0.4615,2.2857,1,0.5,0,-2,0,0,52.14
5,28,0.3333,1.3333,1,0.4667,1,2,0,0,39.84
5,29,0.5385,2.6667,0,1.0,0,0,0,0,44.61
5,30,0.5333,1.5714,0,0.3889,0,-1,0,1,35.76
5,31,0.4286,1.4286,0,0.28,0,-2,1,0,36.07
5,32,0.2222,0.875,0,0.5385,0,1,0,0,19.99
5,33,0.4375,2.0,1,0.3684,0,0,0,0,48.29
5,34,0.6364,2.2857,1,1.0,0,0,1,0,65.41
5,35,0.5556,2.1,1,0.5833,0,2,1,0,58.3
5,36,0.4231,1.6154,1,0.5,0,-1,0,0,50.61
5,37,0.2667,1.0,0,0.6364,0,-2,0,1,30.35
5,38,0.4,1.9,0,0.7,0,2,0,0,33.71
5,39,0.4375,1.5556,0,0.2917,1,0,0,0,30.27
5,40,0.2857,1.125,0,0.5833,0,-1,0,0,25.18
5,41,0.5294,2.0,1,0.3333,0,2,0,0,51.96
5,42,0.2381,0.7778,0,0.4667,1,0,0,0,30.56
5,43,0.6923,2.0,1,0.875,0,-1,0,0,59.23
5,44,0.5385,2.375,1,1.0,0,2,0,0,59.05
5,45,0.5789,2.25,0,0.35,0,1,0,1,40.44
5,46,0.5,2.0,1,0.5,0,0,1,0,56.55
5,47,0.7647,2.625,1,0.4118,0,2,0,0,47.87
5,48,0.2632,1.3,1,0.4118,0,1,0,0,35.88
5,49,0.3636,1.0,0,0.6364,0,0,0,0,27.2
5,50,0.3333,1.7778,0,0.35,0,-2,0,0,25.98
5,51,0.25,1.1,0,0.5385,1,-1,0,0,42.58
5,52,0.5385,2.0,1,0.4667,0,2,1,0,51.23
5,53,0.6,2.375,1,0.28,0,1,0,0,58.54
5,54,0.4643,1.5455,1,1.0,0,2,0,0,47.39
5,55,0.3846,1.375,0,0.4667,0,1,1,0,30.33
5,56,0.4615,2.2857,1,0.4667,0,2,0,0,44.37
5,57,0.2308,1.1667,0,0.4118,0,1,0,0,21.46
5,58,0.6,2.25,1,0.28,0,2,0,0,48.31
5,59,0.6111,2.25,1,1.0,0,-1,1,0,60.71
5,60,0.5789,1.75,0,0.7,1,0,0,0,50.09
5,61,0.3636,1.4,0,0.875,0,1,0,0,33.21
5,62,0.5385,2.0,0,0.4118,0,1,0,0,38.82
5,63,0.4,2.2857,1,0.3889,0,-1,0,0,45.37
5,64,0.4615,1.5,1,0.2917,0,-1,0,0,40.38
5,65,0.5833,1.4286,0,0.7778,0,1,0,0,38.48
5,66,0.5263,2.1111,1,0.2917,0,1,0,0,48.97
5,67,0.2857,1.2857,1,0.35,0,-1,0,0,44.56
5,68,0.9,3.0,1,0.4118,0,2,0,0,57.75
5,69,0.4,1.5,0,0.7,0,2,0,0,35.58
5,70,0.3636,1.6,1,1.0,0,-1,1,0,45.39
5,71,0.5714,2.375,1,0.4667,0,-2,0,0,47.65
5,72,0.6471,2.1,1,0.5385,0,0,0,1,53.11
5,73,0.5556,1.8,0,0.35,0,0,1,0,45.69
5,74,0.4348,1.6,1,0.5833,0,-2,1,0,51.0
5,75,0.4,1.7778,0,0.3889,0,1,0,0,28.96
5,76,0.5556,2.1111,1,0.35,0,2,0,0,43.67
5,77,0.619,2.1,0,0.6364,0,-2,0,0,35.72
5,78,0.6,2.1429,0,0.6364,0,2,0,0,39.44
5,79,0.4231,1.3333,0,0.35,1,-1,0,1,37.78
5,80,0.7647,2.625,1,0.3043,0,0,0,1,62.1
6,1,0.2143,0.625,1,0.7368,0,2,0,0,33.12
6,2,0.0,0.0,0,0.7,0,0,0,0,17.03
6,3,0.25,0.4444,0,0.6667,0,3,0,0,19.55
6,4,0.25,0.875,1,1.0,0,4,1,0,45.32
6,5,0.1875,0.2857,0,0.8235,0,4,1,0,26.03
6,6,0.25,0.7778,1,0.6087,0,4,0,0,40.71
6,7,0.125,0.75,1,0.8235,0,4,0,0,26.33
6,8,0.12,0.2,0,1.0,0,0,0,0,28.71
6,9,0.0,0.0,1,1.0,0,0,0,0,34.76
6,10,0.3333,0.8889,1,1.0,0,2,0,0,44.77
6,11,0.2143,0.25,0,1.0,0,3,0,0,28.32
6,12,0.1538,0.8571,1,0.9333,0,4,0,0,36.15
6,13,0.3529,0.9,1,0.7368,0,3,0,0,36.73
6,14,0.3636,1.2857,1,0.6364,1,1,0,0,49.32
6,15,0.1923,0.8,1,0.8235,0,2,0,0,43.52
6,16,0.2941,0.6667,1,0.6087,0,4,0,0,32.48
6,17,0.4762,1.5,1,1.0,1,3,1,0,61.98
6,18,0.2273,0.8,1,1.0,0,0,1,0,42.21
6,19,0.2941,0.6667,1,1.0,0,4,1,0,41.15
6,20,0.0833,0.4286,1,0.875,0,3,0,0,30.25
6,21,0.0909,0.2,0,0.6087,0,2,0,0,19.54
6,22,0.0556,0.25,1,1.0,0,1,0,1,37.57
6,23,0.4286,0.6667,0,0.7778,0,4,1,0,24.56
6,24,0.3,1.0,1,0.8235,0,4,0,0,32.54
6,25,0.3636,1.2857,1,0.9333,0,1,0,0,42.13
6,26,0.1304,0.1667,1,0.7778,0,2,1,0,34.43
6,27,0.0,0.0,0,1.0,0,0,0,0,21.67
6,28,0.4167,1.1667,1,0.9333,0,4,0,0,38.22
6,29,0.0,0.0,0,1.0,0,2,0,0,21.25
6,30,0.0667,0.5714,1,0.7778,0,1,0,1,37.93
6,31,0.4286,1.4286,1,0.56,0,0,0,0,51.03
